Age (ka),Eccentricity,Obliquity,Precession
15125,0.032124,0.410391,0.292935
15126,0.031412,0.408559,0.002828
15127,0.030582,0.406694,5.992984
15128,0.029822,0.404851,5.7023
15129,0.028935,0.403081,5.410515
15130,0.028112,0.401432,5.117668
15131,0.027228,0.399952,4.825056
15132,0.026258,0.398677,4.534255
15133,0.025402,0.397642,4.241467
15134,0.024385,0.396872,3.950399
15135,0.023408,0.396383,3.659701
15136,0.022432,0.396177,3.371253
15137,0.021395,0.396254,3.083907
15138,0.020352,0.396594,2.795939
15139,0.019299,0.397172,2.517376
15140,0.018246,0.397957,2.234886
15141,0.017141,0.39891,1.959288
15142,0.016049,0.399989,1.691166
15143,0.014949,0.401152,1.423329
15144,0.013878,0.402358,1.166915
15145,0.012729,0.403571,0.917999
15146,0.011698,0.404759,0.679484
15147,0.010666,0.40589,0.456885
15148,0.009656,0.406941,0.247851
15149,0.008783,0.407891,0.066797
15150,0.008058,0.408721,6.193075
15151,0.007412,0.40942,6.055688
15152,0.007153,0.409977,5.959238
15153,0.007072,0.410386,5.86245
15154,0.007318,0.410648,5.764568
15155,0.007868,0.410763,5.65344
15156,0.00863,0.410741,5.511081
15157,0.009564,0.410593,5.336497
15158,0.010661,0.410333,5.148844
15159,0.011831,0.40998,4.930244
15160,0.013118,0.409553,4.698292
15161,0.014404,0.409069,4.457508
15162,0.015782,0.408548,4.202417
15163,0.017185,0.408003,3.940674
15164,0.018577,0.407448,3.673306
15165,0.020001,0.406892,3.39935
15166,0.021489,0.406341,3.124454
15167,0.022863,0.405798,2.840333
15168,0.024329,0.405269,2.559708
15169,0.025792,0.404757,2.272713
15170,0.027165,0.404263,1.983361
15171,0.028617,0.403793,1.694756
15172,0.029971,0.403353,1.403094
15173,0.031408,0.402947,1.108901
15174,0.032712,0.402587,0.815296
15175,0.034031,0.402278,0.519814
15176,0.03541,0.402025,0.222741
15177,0.036618,0.401837,6.208639
15178,0.037897,0.401716,5.910134
15179,0.039133,0.401669,5.612146
15180,0.040288,0.401701,5.311308
15181,0.041469,0.401817,5.011766
15182,0.042559,0.402021,4.71235
15183,0.043649,0.40232,4.410127
15184,0.044688,0.402716,4.109743
15185,0.045631,0.403214,3.808587
15186,0.046668,0.403812,3.507363
15187,0.047497,0.404504,3.205769
15188,0.048362,0.405282,2.904977
15189,0.049218,0.406129,2.603769
15190,0.049925,0.407023,2.303573
15191,0.050675,0.407944,2.002326
15192,0.051284,0.408863,1.70352
15193,0.05194,0.409752,1.403457
15194,0.052455,0.410582,1.104016
15195,0.05292,0.411324,0.806304
15196,0.05338,0.411952,0.507202
15197,0.053754,0.412442,0.209174
15198,0.054029,0.41277,6.194932
15199,0.054314,0.412918,5.897333
15200,0.054508,0.412869,5.599985
15201,0.054634,0.41261,5.3019
15202,0.054723,0.412137,5.005269
15203,0.054783,0.411449,4.707926
15204,0.05471,0.410552,4.408779
15205,0.054675,0.409462,4.112193
15206,0.054524,0.408198,3.812726
15207,0.054377,0.40679,3.51413
15208,0.054127,0.405274,3.214411
15209,0.053827,0.403692,2.914354
15210,0.053594,0.402088,2.613891
15211,0.053122,0.400515,2.312135
15212,0.052745,0.399019,2.01033
15213,0.052295,0.397649,1.708346
15214,0.05176,0.396453,1.404215
15215,0.051227,0.39547,1.10172
15216,0.050594,0.394741,0.798186
15217,0.049987,0.394295,0.493313
15218,0.049295,0.394152,0.190294
15219,0.048541,0.394329,6.169324
15220,0.047853,0.394832,5.86632
15221,0.047011,0.395651,5.562867
15222,0.046187,0.396777,5.260755
15223,0.045391,0.39818,4.960638
15224,0.044445,0.399823,4.65937
15225,0.043567,0.401661,4.360726
15226,0.042586,0.403642,4.063616
15227,0.041654,0.405705,3.767096
15228,0.040648,0.407796,3.471207
15229,0.039573,0.409853,3.179185
15230,0.038625,0.411818,2.885592
15231,0.037497,0.413644,2.595189
15232,0.03642,0.415283,2.305564
15233,0.035342,0.416691,2.016924
15234,0.034219,0.417843,1.729617
15235,0.033078,0.418706,1.442431
15236,0.031952,0.419258,1.158182
15237,0.03078,0.419491,0.873131
15238,0.029645,0.419391,0.588177
15239,0.028431,0.41896,0.306806
15240,0.027271,0.418213,0.023655
15241,0.026079,0.417162,6.024566
15242,0.024845,0.415834,5.743876
15243,0.023635,0.414269,5.462102
15244,0.022465,0.412503,5.183493
15245,0.021172,0.410586,4.900592
15246,0.019987,0.408572,4.62502
15247,0.018775,0.406508,4.346765
15248,0.017505,0.404446,4.069175
15249,0.016305,0.402437,3.797951
15250,0.015057,0.400523,3.527295
15251,0.013872,0.398748,3.257665
15252,0.012638,0.397148,3.000686
15253,0.01144,0.395756,2.744114
15254,0.010327,0.394597,2.501274
15255,0.009173,0.3937,2.270684
15256,0.008101,0.393075,2.060737
15257,0.007207,0.39274,1.878157
15258,0.006289,0.392701,1.723998
15259,0.005698,0.392952,1.617829
15260,0.005341,0.393486,1.548407
15261,0.005257,0.394284,1.495764
15262,0.005563,0.395318,1.432107
15263,0.006175,0.396556,1.345128
15264,0.006931,0.397964,1.198803
15265,0.007904,0.399498,1.033542
15266,0.008976,0.40112,0.831206
15267,0.010057,0.402793,0.605969
15268,0.011283,0.404482,0.370274
15269,0.012435,0.406159,0.122231
15270,0.0137,0.407797,6.14491
15271,0.014899,0.409372,5.881732
15272,0.016116,0.410862,5.612803
15273,0.017408,0.412248,5.338571
15274,0.018587,0.413508,5.061811
15275,0.019768,0.414622,4.782545
15276,0.021064,0.415573,4.50229
15277,0.022167,0.416336,4.216848
15278,0.023371,0.416901,3.932991
15279,0.02452,0.417256,3.647193
15280,0.025652,0.417393,3.357663
15281,0.026772,0.417313,3.068795
15282,0.027835,0.417021,2.780356
15283,0.028941,0.416521,2.486124
15284,0.029957,0.415824,2.195036
15285,0.030967,0.414944,1.900516
15286,0.031984,0.413893,1.606041
15287,0.032922,0.412687,1.309947
15288,0.033844,0.411342,1.011966
15289,0.034758,0.409872,0.714977
15290,0.035606,0.408301,0.415828
15291,0.036429,0.406655,0.113907
15292,0.037165,0.404962,6.097516
15293,0.037961,0.40326,5.79364
15294,0.038611,0.401588,5.489293
15295,0.039246,0.399982,5.185262
15296,0.039853,0.398487,4.877351
15297,0.04043,0.397145,4.570676
15298,0.040897,0.395988,4.260846
15299,0.041371,0.395053,3.951978
15300,0.041822,0.394366,3.641316
15301,0.042148,0.393939,3.32902
15302,0.042511,0.39379,3.018836
15303,0.042748,0.393923,2.706433
15304,0.043004,0.394336,2.39339
15305,0.043172,0.395025,2.08173
15306,0.043272,0.395975,1.769722
15307,0.043426,0.397165,1.457708
15308,0.04337,0.398571,1.145938
15309,0.043384,0.400159,0.834851
15310,0.043356,0.401887,0.525474
15311,0.043177,0.403719,0.214275
15312,0.043028,0.405597,6.189316
15313,0.042816,0.407472,5.881134
15314,0.042523,0.409293,5.572172
15315,0.042235,0.411009,5.266088
15316,0.041792,0.412575,4.958046
15317,0.041466,0.413955,4.65184
15318,0.040978,0.415114,4.344509
15319,0.040472,0.416024,4.038174
15320,0.040014,0.416668,3.731593
15321,0.039426,0.41703,3.424168
15322,0.038877,0.417103,3.116743
15323,0.038248,0.416888,2.810748
15324,0.037633,0.416384,2.501442
15325,0.036969,0.415604,2.192362
15326,0.036242,0.414565,1.883794
15327,0.035566,0.41329,1.5731
15328,0.034812,0.411816,1.260394
15329,0.033986,0.410183,0.94811
15330,0.033267,0.408437,0.632913
15331,0.032397,0.406631,0.316967
15332,0.031583,0.40482,6.281036
15333,0.030722,0.403056,5.961049
15334,0.029885,0.401397,5.63994
15335,0.029028,0.399888,5.312838
15336,0.028132,0.398571,4.989423
15337,0.027297,0.397485,4.659411
15338,0.026458,0.396655,4.329419
15339,0.025562,0.396102,3.997681
15340,0.024738,0.395841,3.662508
15341,0.02394,0.395875,3.328023
15342,0.023099,0.396201,2.988005
15343,0.02234,0.396807,2.649773
15344,0.02156,0.397673,2.309781
15345,0.020857,0.398772,1.964149
15346,0.020139,0.400071,1.621986
15347,0.01944,0.401525,1.276162
15348,0.018864,0.403091,0.927658
15349,0.018205,0.404719,0.579069
15350,0.017669,0.406358,0.226547
15351,0.017155,0.40796,6.159202
15352,0.016702,0.40948,5.801998
15353,0.016287,0.410875,5.442979
15354,0.015935,0.412108,5.090214
15355,0.015712,0.413153,4.724011
15356,0.01547,0.413984,4.365947
15357,0.015349,0.414587,4.005191
15358,0.015307,0.414952,3.644237
15359,0.015316,0.415071,3.285933
15360,0.015353,0.414944,2.924952
15361,0.015516,0.414575,2.57216
15362,0.015687,0.413969,2.217214
15363,0.015926,0.413144,1.863355
15364,0.016168,0.412115,1.516983
15365,0.016494,0.410906,1.168701
15366,0.016837,0.409547,0.823154
15367,0.01716,0.408077,0.48138
15368,0.017547,0.40653,0.138202
15369,0.017979,0.404955,6.084873
15370,0.018351,0.403392,5.742053
15371,0.018779,0.401883,5.40893
15372,0.019247,0.400468,5.072863
15373,0.019665,0.399182,4.736113
15374,0.020131,0.398056,4.405968
15375,0.020541,0.397117,4.072624
15376,0.021064,0.396383,3.741652
15377,0.021477,0.395873,3.412484
15378,0.021921,0.395598,3.083421
15379,0.022399,0.395565,2.758588
15380,0.022808,0.395778,2.430946
15381,0.023221,0.396238,2.106631
15382,0.023623,0.396936,1.786878
15383,0.024002,0.397857,1.461482
15384,0.024337,0.398983,1.142691
15385,0.02465,0.400287,0.82366
15386,0.024974,0.401739,0.504414
15387,0.025233,0.403304,0.188035
15388,0.025434,0.404942,6.153318
15389,0.025709,0.406615,5.839895
15390,0.025868,0.408285,5.523464
15391,0.026009,0.409912,5.209929
15392,0.026191,0.411468,4.897183
15393,0.026255,0.41292,4.58402
15394,0.026403,0.41424,4.272212
15395,0.026384,0.415403,3.960699
15396,0.026446,0.416386,3.650227
15397,0.026486,0.417165,3.33836
15398,0.026387,0.417722,3.028623
15399,0.026364,0.41804,2.718877
15400,0.026281,0.418103,2.408875
15401,0.026101,0.417899,2.096707
15402,0.025968,0.417426,1.788569
15403,0.025726,0.416682,1.476655
15404,0.025477,0.415682,1.163117
15405,0.025165,0.414445,0.850668
15406,0.024807,0.412993,0.536002
15407,0.024485,0.411359,0.217365
15408,0.024,0.40958,6.182763
15409,0.023615,0.407691,5.860168
15410,0.023148,0.405735,5.538752
15411,0.022641,0.403752,5.211881
15412,0.022121,0.401778,4.882646
15413,0.021587,0.399854,4.554879
15414,0.021055,0.398023,4.2181
15415,0.020464,0.396323,3.883475
15416,0.019837,0.394801,3.544962
15417,0.019317,0.3935,3.201193
15418,0.018645,0.392458,2.856223
15419,0.018026,0.391714,2.508459
15420,0.017434,0.391295,2.155359
15421,0.016759,0.391219,1.799732
15422,0.016169,0.391495,1.437227
15423,0.015508,0.392121,1.075032
15424,0.014946,0.393076,0.702575
15425,0.014388,0.394338,0.323613
15426,0.013835,0.395871,6.227863
15427,0.013432,0.397634,5.836488
15428,0.013066,0.399589,5.443883
15429,0.012794,0.401691,5.041753
15430,0.01264,0.403889,4.642112
15431,0.012613,0.406141,4.241376
15432,0.012707,0.408401,3.83108
15433,0.012878,0.410617,3.43808
15434,0.013219,0.412744,3.041335
15435,0.013657,0.414738,2.650982
15436,0.01411,0.416543,2.269159
15437,0.014731,0.418121,1.892643
15438,0.015398,0.419429,1.525193
15439,0.016071,0.420433,1.159425
15440,0.016901,0.421113,0.802943
15441,0.017656,0.421449,0.45167
15442,0.018592,0.421434,0.103442
15443,0.019462,0.421074,6.043118
15444,0.020384,0.420379,5.704908
15445,0.021425,0.419364,5.369442
15446,0.022375,0.418061,5.037493
15447,0.023404,0.416493,4.706506
15448,0.024429,0.414694,4.382463
15449,0.025478,0.412702,4.055782
15450,0.02649,0.410556,3.732587
15451,0.027491,0.408301,3.412223
15452,0.028533,0.405988,3.09033
15453,0.029521,0.403667,2.770221
15454,0.030438,0.401396,2.451708
15455,0.031442,0.399232,2.131966
15456,0.032327,0.397233,1.81345
15457,0.033223,0.395452,1.493886
15458,0.03407,0.393941,1.17553
15459,0.034938,0.392733,0.85791
15460,0.035746,0.391861,0.536894
15461,0.03653,0.391345,0.221588
15462,0.037321,0.391192,6.186419
15463,0.038088,0.391401,5.869558
15464,0.038806,0.391963,5.555088
15465,0.039508,0.392856,5.240436
15466,0.040239,0.394055,4.928451
15467,0.040828,0.395529,4.616252
15468,0.041488,0.397235,4.30689
15469,0.042094,0.399131,3.999642
15470,0.042618,0.401169,3.691782
15471,0.043169,0.40329,3.387862
15472,0.043621,0.405442,3.0848
15473,0.044117,0.40757,2.781952
15474,0.044499,0.409615,2.482484
15475,0.044859,0.411531,2.182549
15476,0.045259,0.413271,1.884999
15477,0.045546,0.414792,1.5877
15478,0.045788,0.416063,1.290865
15479,0.0461,0.417061,0.997051
15480,0.046274,0.417765,0.699854
15481,0.046482,0.41817,0.40655
15482,0.046644,0.418273,0.112296
15483,0.046779,0.418073,6.100825
15484,0.046923,0.417583,5.806792
15485,0.046949,0.416818,5.513268
15486,0.047077,0.415797,5.219154
15487,0.04706,0.414551,4.924718
15488,0.047031,0.413108,4.630042
15489,0.04703,0.411505,4.335603
15490,0.04692,0.409786,4.039793
15491,0.046783,0.407997,3.743557
15492,0.046636,0.406184,3.447199
15493,0.046412,0.404404,3.149909
15494,0.046206,0.402699,2.850983
15495,0.045845,0.401116,2.553039
15496,0.04558,0.399696,2.253355
15497,0.045211,0.39847,1.952371
15498,0.04479,0.397466,1.6531
15499,0.044381,0.396706,1.351012
15500,0.043933,0.3962,1.051235
15501,0.043431,0.395955,0.748878
15502,0.042909,0.395972,0.449187
15503,0.042362,0.396248,0.149473
15504,0.041758,0.396772,6.130974
15505,0.041129,0.39753,5.833151
15506,0.04046,0.398497,5.534874
15507,0.039806,0.399646,5.236326
15508,0.039014,0.400941,4.940879
15509,0.038256,0.402341,4.644968
15510,0.037495,0.403806,4.351543
15511,0.036586,0.405291,4.058579
15512,0.035705,0.406754,3.766693
15513,0.034785,0.408156,3.478399
15514,0.033788,0.409464,3.187293
15515,0.032754,0.410647,2.901162
15516,0.031692,0.411685,2.615291
15517,0.030576,0.412562,2.328007
15518,0.029465,0.413263,2.046018
15519,0.028231,0.413779,1.761937
15520,0.027095,0.414103,1.48216
15521,0.025849,0.414229,1.200853
15522,0.024573,0.414156,0.924164
15523,0.02339,0.413882,0.650005
15524,0.022057,0.413411,0.376876
15525,0.020796,0.412748,0.10739
15526,0.019519,0.411906,6.128717
15527,0.018239,0.410902,5.867731
15528,0.016978,0.409763,5.615349
15529,0.015705,0.408516,5.373229
15530,0.014525,0.407193,5.138425
15531,0.013387,0.405832,4.916879
15532,0.012259,0.404465,4.715788
15533,0.011371,0.403127,4.52556
15534,0.010565,0.401849,4.362805
15535,0.009983,0.400656,4.214291
15536,0.009693,0.399571,4.085888
15537,0.009721,0.398615,3.960414
15538,0.009948,0.397805,3.828174
15539,0.010626,0.39716,3.687419
15540,0.011415,0.3967,3.521134
15541,0.012418,0.396443,3.334321
15542,0.013623,0.396404,3.131548
15543,0.01488,0.3966,2.906661
15544,0.016232,0.397036,2.669634
15545,0.017664,0.397716,2.423885
15546,0.019091,0.398632,2.165417
15547,0.020626,0.399767,1.900896
15548,0.022083,0.401093,1.631835
15549,0.023635,0.40258,1.358231
15550,0.025198,0.404186,1.079675
15551,0.02668,0.40587,0.800591
15552,0.02828,0.407593,0.51864
15553,0.02981,0.409308,0.236265
15554,0.031325,0.410977,6.234202
15555,0.032843,0.412562,5.9501
15556,0.034371,0.414025,5.666113
15557,0.03582,0.415334,5.377579
15558,0.037247,0.416453,5.094064
15559,0.038678,0.417352,4.806675
15560,0.04006,0.418,4.519124
15561,0.041379,0.418373,4.233232
15562,0.042656,0.418446,3.944817
15563,0.043962,0.41821,3.65714
15564,0.045106,0.417657,3.368428
15565,0.046296,0.416787,3.078525
15566,0.047397,0.415613,2.789683
15567,0.048462,0.414158,2.496903
15568,0.049468,0.412451,2.205304
15569,0.050429,0.410532,1.912823
15570,0.051367,0.408448,1.616612
15571,0.052247,0.406245,1.321924
15572,0.053048,0.403982,1.024612
15573,0.053922,0.401716,0.727018
15574,0.054605,0.399504,0.42766
15575,0.055303,0.397411,0.127761
15576,0.056004,0.395495,6.110374
15577,0.05655,0.393808,5.808298
15578,0.057111,0.392411,5.505758
15579,0.057588,0.391347,5.203436
15580,0.058029,0.390656,4.899228
15581,0.05842,0.390371,4.596131
15582,0.058702,0.390504,4.29243
15583,0.058996,0.391052,3.989481
15584,0.059242,0.392008,3.686056
15585,0.05932,0.393338,3.384164
15586,0.059512,0.395003,3.083204
15587,0.059544,0.396956,2.782056
15588,0.059553,0.399134,2.482956
15589,0.059565,0.401476,2.184917
15590,0.059496,0.403919,1.888409
15591,0.05941,0.406393,1.591887
15592,0.059267,0.40884,1.29875
15593,0.059123,0.411198,1.005764
15594,0.058917,0.413406,0.713688
15595,0.058648,0.415413,0.424245
15596,0.058375,0.417172,0.134053
15597,0.05809,0.418638,6.129681
15598,0.057694,0.419783,5.84171
15599,0.057304,0.420587,5.554874
15600,0.056889,0.421029,5.26938
15601,0.056397,0.421111,4.982203
15602,0.055884,0.420839,4.696979
15603,0.055301,0.420226,4.411778
15604,0.054759,0.419299,4.123872
15605,0.054066,0.41809,3.838768
15606,0.053426,0.416628,3.551268
15607,0.05275,0.414958,3.263377
15608,0.051997,0.41312,2.97536
15609,0.051243,0.411157,2.685454
15610,0.050524,0.409118,2.397321
15611,0.049682,0.407051,2.105376
15612,0.04889,0.404998,1.814966
15613,0.048046,0.403011,1.524074
15614,0.047197,0.40113,1.231231
15615,0.046308,0.399399,0.939368
15616,0.045356,0.397854,0.647083
15617,0.044466,0.396529,0.353776
15618,0.043481,0.395442,0.061462
15619,0.042436,0.394613,6.051506
15620,0.041473,0.394048,5.760262
15621,0.04038,0.393743,5.466944
15622,0.039274,0.393696,5.176433
15623,0.038204,0.39389,4.88594
15624,0.037005,0.394308,4.595839
15625,0.035894,0.394934,4.306397
15626,0.034652,0.395746,4.019485
15627,0.033488,0.396723,3.733018
15628,0.03227,0.397848,3.446858
15629,0.031003,0.3991,3.164984
15630,0.029808,0.400456,2.883075
15631,0.028571,0.401894,2.604996
15632,0.027279,0.403388,2.328289
15633,0.026061,0.404908,2.056211
15634,0.024828,0.406428,1.787765
15635,0.023552,0.407917,1.520823
15636,0.022344,0.409348,1.26309
15637,0.021128,0.410694,1.008543
15638,0.019954,0.411936,0.758081
15639,0.018782,0.413053,0.520581
15640,0.01769,0.414035,0.287419
15641,0.016667,0.414868,0.062262
15642,0.01569,0.415543,6.136554
15643,0.014844,0.416051,5.931373
15644,0.014166,0.416381,5.744598
15645,0.013566,0.416523,5.560929
15646,0.013197,0.416468,5.391635
15647,0.013096,0.416204,5.224472
15648,0.013055,0.415724,5.057614
15649,0.013378,0.415027,4.888052
15650,0.013822,0.414114,4.712611
15651,0.014458,0.412994,4.521957
15652,0.01526,0.411688,4.324661
15653,0.016176,0.410222,4.11509
15654,0.017209,0.408626,3.88896
15655,0.018311,0.406942,3.658027
15656,0.019476,0.405212,3.416433
15657,0.020747,0.403481,3.162046
15658,0.021968,0.401797,2.906369
15659,0.023286,0.400203,2.639985
15660,0.024643,0.398741,2.371065
15661,0.025966,0.397455,2.095698
15662,0.027274,0.396376,1.816658
15663,0.028701,0.395539,1.537106
15664,0.029963,0.394975,1.249754
15665,0.031304,0.3947,0.96448
15666,0.032589,0.394731,0.675697
15667,0.033852,0.395077,0.383339
15668,0.035096,0.39573,0.092215
15669,0.036261,0.396682,6.082523
15670,0.037468,0.397906,5.787782
15671,0.038575,0.399363,5.494168
15672,0.03964,0.40101,5.198856
15673,0.040724,0.402796,4.905382
15674,0.041701,0.404657,4.610094
15675,0.042641,0.406538,4.315442
15676,0.04358,0.408381,4.02261
15677,0.044417,0.410124,3.727747
15678,0.045243,0.411722,3.434282
15679,0.045986,0.413126,3.141083
15680,0.046727,0.414296,2.848131
15681,0.047423,0.415203,2.5544
15682,0.04796,0.41582,2.262316
15683,0.048612,0.416128,1.969295
15684,0.049089,0.416119,1.67601
15685,0.049528,0.415792,1.383405
15686,0.049942,0.415153,1.089421
15687,0.050273,0.414227,0.796209
15688,0.050552,0.413037,0.500164
15689,0.050768,0.411621,0.205898
15690,0.050919,0.410027,6.192747
15691,0.051052,0.408301,5.894528
15692,0.051061,0.406506,5.597012
15693,0.051053,0.404701,5.297738
15694,0.051036,0.402943,4.996906
15695,0.050844,0.40129,4.695951
15696,0.050721,0.399799,4.393007
15697,0.050523,0.398514,4.091156
15698,0.050235,0.397478,3.785914
15699,0.049947,0.396724,3.482562
15700,0.049625,0.396272,3.17859
15701,0.049227,0.396134,2.872994
15702,0.048821,0.396312,2.570058
15703,0.048298,0.39679,2.265272
15704,0.047859,0.397555,1.962046
15705,0.047263,0.398574,1.659212
15706,0.046664,0.399807,1.356617
15707,0.046074,0.401212,1.056287
15708,0.045395,0.402737,0.754865
15709,0.04468,0.404329,0.45509
15710,0.043964,0.405939,0.158508
15711,0.043204,0.407515,6.141863
15712,0.042389,0.409008,5.846007
15713,0.041559,0.410382,5.550355
15714,0.040713,0.411596,5.254413
15715,0.039834,0.412626,4.959786
15716,0.038875,0.413453,4.664931
15717,0.03801,0.41406,4.371402
15718,0.037036,0.414441,4.076663
15719,0.03605,0.414595,3.782983
15720,0.035118,0.414524,3.48934
15721,0.034088,0.414239,3.195727
15722,0.033122,0.413753,2.901025
15723,0.032053,0.413084,2.607839
15724,0.03104,0.412255,2.313679
15725,0.030014,0.411295,2.017545
15726,0.028891,0.410228,1.723852
15727,0.027842,0.40909,1.427251
